COD_CURSO;NOME_CURSO;ANO_EVASAO;PERIODO_EVASAO;FORMA_EVASAO;COTISTA;SEXO;ET_BRANCA;ET_PRETA;ET_AMARELA;ET_PARDA;ET_INDIGINA;ET_NAO_INFORMADO;ET_NAO_DECLARADA;QTDE
32 B;Química - Bacharelado;2022;1º Semestre;Reopção de Curso;S;M;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2022;1º Semestre;Desistência;N;F;0;1;0;1;0;0;0;2
32 L;Química - Licenciatura;2022;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2022;1º Semestre;Desistência;S;F;1;2;0;2;0;0;0;5
32 L;Química - Licenciatura;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;2;0;0;2;0;0;0;4
32 L;Química - Licenciatura;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;2;1;0;1;0;0;0;4
32 L;Química - Licenciatura;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;0;1;0;1;0;0;0;2
32 L;Química - Licenciatura;2022;1º Semestre;Formado;N;F;1;0;0;1;0;0;0;2
32 L;Química - Licenciatura;2022;1º Semestre;Formado;S;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2022;1º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2022;1º Semestre;Reopção de Curso;S;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2022;2º Semestre;Desistência;N;M;4;0;0;1;0;0;0;5
10 B;Física - Bacharelado;2022;2º Semestre;Desistência;S;M;0;2;0;1;0;0;0;3
10 B;Física - Bacharelado;2022;2º Semestre;Formado;N;F;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2022;2º Semestre;Formado;S;F;0;1;0;0;0;0;0;1
10 B;Física - Bacharelado;2022;2º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2022;2º Semestre;Desistência;N;M;1;0;0;3;0;0;1;5
10 L;Física - Licenciatura;2022;2º Semestre;Desistência;N;N;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2022;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2022;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2022;2º Semestre;Formado;N;M;3;0;0;2;0;0;0;5
12 B;Matemática - Bacharelado;2022;2º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2022;2º Semestre;Desistência;N;M;0;0;1;1;0;0;0;2
12 B;Matemática - Bacharelado;2022;2º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2022;2º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2022;2º Semestre;Desistência;N;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2022;2º Semestre;Desistência;S;F;0;1;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2022;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2022;2º Semestre;Formado;N;F;0;1;1;0;0;0;0;2
12 L;Matemática - Licenciatura;2022;2º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2022;2º Semestre;Formado;S;F;1;0;0;2;0;0;0;3
12 L;Matemática - Licenciatura;2022;2º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
16;Estatística;2022;2º Semestre;Desistência;N;F;3;0;0;0;0;0;0;3
16;Estatística;2022;2º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
16;Estatística;2022;2º Semestre;Desistência;S;M;0;1;0;0;0;0;0;1
16;Estatística;2022;2º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;0;1;0;0;0;0;0;1
16;Estatística;2022;2º Semestre;Formado;N;F;0;0;0;1;0;0;0;1
16;Estatística;2022;2º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
16;Estatística;2022;2º Semestre;Formado;S;F;0;1;0;1;0;0;0;2
32 B;Química - Bacharelado;2022;2º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2022;2º Semestre;Desistência;N;M;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;2022;2º Semestre;Desistência;S;F;1;1;0;0;0;0;0;2
32 B;Química - Bacharelado;2022;2º Semestre;Desistência;S;M;0;1;0;1;0;0;0;2
32 B;Química - Bacharelado;2022;2º Semestre;Formado;N;F;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;2022;2º Semestre;Formado;S;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2022;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2022;2º Semestre;Formado;N;M;3;0;0;0;0;0;0;3
10 B;Física - Bacharelado;2023;1º Semestre;Desistência;N;F;2;0;0;0;0;0;1;3
10 B;Física - Bacharelado;2023;1º Semestre;Desistência;N;M;3;0;0;0;0;0;0;3
10 B;Física - Bacharelado;2023;1º Semestre;Desistência;S;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2023;1º Semestre;Desistência;S;M;2;1;0;1;0;0;0;4
10 B;Física - Bacharelado;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;1;0;0;0;0;0;2
10 B;Física - Bacharelado;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;8;0;0;1;0;0;0;9
10 B;Física - Bacharelado;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;0;1;0;2;0;0;0;3
10 B;Física - Bacharelado;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;1;1;0;10;0;0;0;12
10 B;Física - Bacharelado;2023;1º Semestre;Formado;N;F;3;0;0;0;0;0;0;3
10 B;Física - Bacharelado;2023;1º Semestre;Formado;N;M;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2023;1º Semestre;Formado;S;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2023;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2023;1º Semestre;Desistência;N;M;2;0;0;4;1;0;0;7
10 L;Física - Licenciatura;2023;1º Semestre;Desistência;S;F;0;1;0;1;0;0;0;2
10 L;Física - Licenciatura;2023;1º Semestre;Desistência;S;M;2;3;0;2;0;0;0;7
10 L;Física - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;2;1;1;2;0;0;0;6
10 L;Física - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;9;1;0;8;0;0;0;18
10 L;Física - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;N;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;1;0;0;2;0;0;0;3
10 L;Física - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;2;2;0;4;0;0;0;8
10 L;Física - Licenciatura;2023;1º Semestre;Formado;N;M;3;0;0;0;0;0;0;3
10 L;Física - Licenciatura;2023;1º Semestre;Formado;S;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2023;1º Semestre;Formado;S;M;1;1;0;0;0;0;0;2
12;Matemática;2023;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
12;Matemática;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;0;0;0;0;0;0;1
12;Matemática;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;1;0;0;3;0;0;0;4
12;Matemática;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;0;0;0;1;0;0;0;1
12;Matemática;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;0;1;0;1;0;0;0;2
12 B;Matemática - Bacharelado;2023;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2023;1º Semestre;Desistência;S;F;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2023;1º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;0;0;1;0;0;0;2
12 B;Matemática - Bacharelado;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;0;0;0;0;0;0;1;1
12 B;Matemática - Bacharelado;2023;1º Semestre;Formado;N;F;1;1;0;0;0;0;0;2
12 B;Matemática - Bacharelado;2023;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2023;1º Semestre;Desistência;N;F;1;0;0;1;0;0;0;2
12 L;Matemática - Licenciatura;2023;1º Semestre;Desistência;N;M;3;0;0;2;0;0;0;5
12 L;Matemática - Licenciatura;2023;1º Semestre;Desistência;S;F;0;0;0;3;0;0;0;3
12 L;Matemática - Licenciatura;2023;1º Semestre;Desistência;S;M;1;1;0;0;0;0;0;2
12 L;Matemática - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;1;0;4;0;0;0;6
12 L;Matemática - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;0;0;0;3;0;0;0;3
12 L;Matemática - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;1;0;0;3;0;0;0;4
12 L;Matemática - Licenciatura;2023;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2023;1º Semestre;Formado;N;M;2;0;0;1;0;0;0;3
12 L;Matemática - Licenciatura;2023;1º Semestre;Formado;S;F;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2023;1º Semestre;Transferência;S;F;0;0;0;1;0;0;0;1
16;Estatística;2023;1º Semestre;Desistência;N;F;3;1;0;0;0;0;0;4
16;Estatística;2023;1º Semestre;Desistência;N;M;2;0;0;2;0;0;0;4
16;Estatística;2023;1º Semestre;Desistência;S;F;0;1;0;1;0;0;0;2
16;Estatística;2023;1º Semestre;Desistência;S;M;3;1;0;3;0;0;0;7
16;Estatística;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;2;0;0;1;0;0;1;4
16;Estatística;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;10;1;0;7;0;0;1;19
16;Estatística;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;1;1;0;3;0;0;0;5
16;Estatística;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;5;2;0;3;0;0;0;10
16;Estatística;2023;1º Semestre;Formado;N;M;3;0;0;0;0;0;0;3
16;Estatística;2023;1º Semestre;Formado;S;F;0;0;0;1;0;0;0;1
16;Estatística;2023;1º Semestre;Formado;S;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2023;1º Semestre;Conclusão de Aluno Especial;N;M;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;2023;1º Semestre;Desistência;N;F;1;0;0;2;0;0;0;3
32 B;Química - Bacharelado;2023;1º Semestre;Desistência;N;M;3;2;0;0;0;0;0;5
32 B;Química - Bacharelado;2023;1º Semestre;Desistência;S;F;2;1;0;0;0;0;0;3
32 B;Química - Bacharelado;2023;1º Semestre;Desistência;S;M;2;1;0;2;0;0;0;5
32 B;Química - Bacharelado;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;2;1;0;1;0;0;0;4
32 B;Química - Bacharelado;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;1;0;0;0;0;0;1;2
32 B;Química - Bacharelado;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;1;2;0;2;0;0;0;5
32 L;Química - Licenciatura;2023;1º Semestre;Desistência;N;F;1;1;0;2;0;0;0;4
32 L;Química - Licenciatura;2023;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;2;0;0;0;0;0;0;2
32 L;Química - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2023;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2023;1º Semestre;Formado;N;F;1;0;0;1;0;0;0;2
32 L;Química - Licenciatura;2023;1º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2023;2º Semestre;Desistência;S;F;0;1;0;0;0;0;0;1
10 B;Física - Bacharelado;2023;2º Semestre;Formado;N;F;3;0;0;0;0;0;0;3
10 B;Física - Bacharelado;2023;2º Semestre;Formado;N;M;4;1;0;3;0;0;0;8
10 B;Física - Bacharelado;2023;2º Semestre;Formado;S;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2023;2º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2023;2º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2023;2º Semestre;Desistência;S;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2023;2º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2023;2º Semestre;Formado;N;F;1;0;0;1;0;0;1;3
10 L;Física - Licenciatura;2023;2º Semestre;Formado;N;M;2;0;0;1;0;0;0;3
10 L;Física - Licenciatura;2023;2º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2023;2º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2023;2º Semestre;Desistência;N;N;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2023;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2023;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2023;2º Semestre;Formado;N;M;3;0;0;1;0;0;1;5
12 L;Matemática - Licenciatura;2023;2º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2023;2º Semestre;Formado;N;F;3;1;0;0;0;0;0;4
12 L;Matemática - Licenciatura;2023;2º Semestre;Formado;N;M;0;1;0;2;0;0;1;4
12 L;Matemática - Licenciatura;2023;2º Semestre;Formado;S;F;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2023;2º Semestre;Formado;S;M;0;1;0;0;0;0;0;1
16;Estatística;2023;2º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
16;Estatística;2023;2º Semestre;Desistência;N;M;2;0;0;2;0;0;0;4
16;Estatística;2023;2º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
16;Estatística;2023;2º Semestre;Formado;N;M;3;0;0;0;0;0;0;3
16;Estatística;2023;2º Semestre;Formado;S;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2023;2º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2023;2º Semestre;Desistência;S;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2023;2º Semestre;Desistência;S;M;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;2023;2º Semestre;Formado;N;F;4;1;0;4;0;0;0;9
32 B;Química - Bacharelado;2023;2º Semestre;Formado;N;M;1;1;0;0;0;0;0;2
32 B;Química - Bacharelado;2023;2º Semestre;Formado;S;F;2;0;0;2;0;0;0;4
32 B;Química - Bacharelado;2023;2º Semestre;Formado;S;M;1;0;0;2;0;0;0;3
10 B;Física - Bacharelado;2024;1º Semestre;Desistência;N;M;4;0;0;2;0;0;0;6
10 B;Física - Bacharelado;2024;1º Semestre;Desistência;S;M;1;1;0;4;0;0;0;6
10 B;Física - Bacharelado;2024;1º Semestre;Desligamento;N;F;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;2024;1º Semestre;Desligamento;N;M;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;2024;1º Semestre;Desligamento;S;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2024;1º Semestre;Formado;N;F;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;2024;1º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2024;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2024;1º Semestre;Desistência;N;M;2;1;0;0;0;0;0;3
10 L;Física - Licenciatura;2024;1º Semestre;Desistência;S;M;2;1;1;1;0;0;0;5
10 L;Física - Licenciatura;2024;1º Semestre;Desligamento;N;F;0;0;1;0;0;0;0;1
10 L;Física - Licenciatura;2024;1º Semestre;Desligamento;N;M;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;2024;1º Semestre;Desligamento;S;F;1;1;0;1;0;0;0;3
10 L;Física - Licenciatura;2024;1º Semestre;Desligamento;S;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2024;1º Semestre;Formado;N;F;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;2024;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2024;1º Semestre;Formado;S;M;1;0;0;2;0;0;0;3
12 B;Matemática - Bacharelado;2024;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2024;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2024;1º Semestre;Desistência;S;F;0;1;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2024;1º Semestre;Desistência;S;M;0;1;0;2;0;0;0;3
12 B;Matemática - Bacharelado;2024;1º Semestre;Desligamento;N;M;2;1;0;0;0;0;0;3
12 B;Matemática - Bacharelado;2024;1º Semestre;Desligamento;S;F;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2024;1º Semestre;Desligamento;S;M;0;1;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2024;1º Semestre;Transferido;N;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2024;1º Semestre;Desistência;N;F;3;0;0;0;0;0;0;3
12 L;Matemática - Licenciatura;2024;1º Semestre;Desistência;N;M;0;1;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2024;1º Semestre;Desistência;S;F;0;1;0;1;0;0;0;2
12 L;Matemática - Licenciatura;2024;1º Semestre;Desistência;S;M;1;1;0;0;0;0;0;2
12 L;Matemática - Licenciatura;2024;1º Semestre;Desligamento;S;F;0;1;0;1;0;0;0;2
16;Estatística;2024;1º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
16;Estatística;2024;1º Semestre;Desistência;N;M;6;0;0;2;0;0;0;8
16;Estatística;2024;1º Semestre;Desistência;S;F;1;2;0;3;0;0;0;6
16;Estatística;2024;1º Semestre;Desistência;S;M;2;0;0;2;0;0;0;4
16;Estatística;2024;1º Semestre;Desligamento;N;F;0;1;0;0;0;0;0;1
16;Estatística;2024;1º Semestre;Desligamento;N;M;1;0;0;0;0;0;0;1
16;Estatística;2024;1º Semestre;Desligamento;S;F;0;0;0;1;0;0;0;1
16;Estatística;2024;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
16;Estatística;2024;1º Semestre;Formado;N;M;2;0;0;1;0;0;0;3
16;Estatística;2024;1º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2024;1º Semestre;Desistência;N;F;3;0;0;1;0;0;0;4
32 B;Química - Bacharelado;2024;1º Semestre;Desistência;N;M;3;0;0;0;0;0;0;3
32 B;Química - Bacharelado;2024;1º Semestre;Desistência;S;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2024;1º Semestre;Desistência;S;M;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;2024;1º Semestre;Formado;N;F;1;0;0;0;0;0;1;2
32 B;Química - Bacharelado;2024;1º Semestre;Formado;N;M;2;0;0;1;0;0;1;4
32 B;Química - Bacharelado;2024;1º Semestre;Formado;S;F;0;1;0;1;0;0;0;2
32 B;Química - Bacharelado;2024;1º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2024;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2024;1º Semestre;Desistência;S;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2024;1º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2024;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2024;2º Semestre;Desistência;N;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2024;2º Semestre;Desistência;N;M;4;0;0;2;0;0;0;6
10 B;Física - Bacharelado;2024;2º Semestre;Desistência;S;F;0;0;0;2;0;0;0;2
10 B;Física - Bacharelado;2024;2º Semestre;Formado;N;M;3;0;0;0;0;0;0;3
10 B;Física - Bacharelado;2024;2º Semestre;Formado;S;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2024;2º Semestre;Desistência;N;F;2;0;0;1;0;0;0;3
10 L;Física - Licenciatura;2024;2º Semestre;Desistência;N;M;2;1;0;1;0;0;0;4
10 L;Física - Licenciatura;2024;2º Semestre;Desistência;N;N;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2024;2º Semestre;Desistência;S;F;0;1;0;1;0;0;0;2
10 L;Física - Licenciatura;2024;2º Semestre;Desistência;S;M;1;1;0;0;0;0;0;2
10 L;Física - Licenciatura;2024;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2024;2º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2024;2º Semestre;Formado;S;F;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2024;2º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2024;2º Semestre;Desistência;N;M;1;1;0;0;0;0;0;2
12 B;Matemática - Bacharelado;2024;2º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2024;2º Semestre;Desistência;N;F;0;0;0;0;0;0;1;1
12 L;Matemática - Licenciatura;2024;2º Semestre;Desistência;N;M;1;0;0;2;0;0;0;3
12 L;Matemática - Licenciatura;2024;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2024;2º Semestre;Formado;N;F;2;0;0;0;0;0;0;2
12 L;Matemática - Licenciatura;2024;2º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
16;Estatística;2024;2º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
16;Estatística;2024;2º Semestre;Desistência;N;M;0;0;0;1;0;0;0;1
16;Estatística;2024;2º Semestre;Desistência;S;F;2;1;0;0;0;0;0;3
16;Estatística;2024;2º Semestre;Desistência;S;M;0;1;0;1;0;0;0;2
16;Estatística;2024;2º Semestre;Formado;S;F;0;0;0;1;0;0;0;1
16;Estatística;2024;2º Semestre;Formado;S;M;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;2024;2º Semestre;Desistência;N;F;4;0;0;0;0;0;0;4
32 B;Química - Bacharelado;2024;2º Semestre;Desistência;N;M;1;0;0;2;0;0;0;3
32 B;Química - Bacharelado;2024;2º Semestre;Desistência;S;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2024;2º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2024;2º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2024;2º Semestre;Formado;N;M;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;2024;2º Semestre;Formado;S;M;0;1;0;0;0;0;0;1
32 L;Química - Licenciatura;2024;2º Semestre;Desistência;N;F;1;0;0;1;0;0;0;2
32 L;Química - Licenciatura;2024;2º Semestre;Desistência;N;M;0;0;0;2;0;0;0;2
32 L;Química - Licenciatura;2024;2º Semestre;Desistência;S;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2024;2º Semestre;Desistência;S;M;0;2;0;0;0;0;0;2
32 L;Química - Licenciatura;2024;2º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2024;2º Semestre;Formado;S;M;0;1;0;0;0;0;0;1
10 B;Física - Bacharelado;2025;1º Semestre;Desistência;N;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2025;1º Semestre;Desistência;N;M;4;0;0;3;0;0;0;7
10 B;Física - Bacharelado;2025;1º Semestre;Desistência;S;F;0;0;0;2;0;0;0;2
10 B;Física - Bacharelado;2025;1º Semestre;Desligamento;N;F;1;0;0;2;0;0;0;3
10 B;Física - Bacharelado;2025;1º Semestre;Desligamento;N;M;10;0;0;1;0;0;0;11
10 B;Física - Bacharelado;2025;1º Semestre;Desligamento;S;F;1;1;0;3;0;0;0;5
10 B;Física - Bacharelado;2025;1º Semestre;Desligamento;S;M;3;3;0;7;0;0;0;13
10 B;Física - Bacharelado;2025;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2025;1º Semestre;Formado;S;M;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;2025;1º Semestre;Desistência;N;F;1;1;0;1;0;0;0;3
10 L;Física - Licenciatura;2025;1º Semestre;Desistência;N;M;3;1;0;2;0;0;0;6
10 L;Física - Licenciatura;2025;1º Semestre;Desistência;S;M;3;2;0;1;0;0;0;6
10 L;Física - Licenciatura;2025;1º Semestre;Desligamento;N;F;0;0;0;3;0;0;1;4
10 L;Física - Licenciatura;2025;1º Semestre;Desligamento;N;M;11;1;1;3;0;0;2;18
10 L;Física - Licenciatura;2025;1º Semestre;Desligamento;N;N;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2025;1º Semestre;Desligamento;S;F;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;2025;1º Semestre;Desligamento;S;M;3;1;0;2;0;0;0;6
12;Matemática;2025;1º Semestre;Desligamento;N;M;3;0;0;2;0;0;0;5
12;Matemática;2025;1º Semestre;Desligamento;S;M;0;1;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2025;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2025;1º Semestre;Desligamento;N;F;1;1;0;0;0;0;0;2
12 B;Matemática - Bacharelado;2025;1º Semestre;Desligamento;N;M;6;0;1;3;0;0;0;10
12 B;Matemática - Bacharelado;2025;1º Semestre;Desligamento;S;F;1;0;0;4;0;0;0;5
12 B;Matemática - Bacharelado;2025;1º Semestre;Desligamento;S;M;2;1;0;2;0;0;0;5
12 L;Matemática - Licenciatura;2025;1º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2025;1º Semestre;Desistência;N;M;2;0;0;0;0;0;0;2
12 L;Matemática - Licenciatura;2025;1º Semestre;Desligamento;N;F;0;0;0;0;0;0;1;1
12 L;Matemática - Licenciatura;2025;1º Semestre;Desligamento;N;M;4;0;0;1;0;0;0;5
12 L;Matemática - Licenciatura;2025;1º Semestre;Desligamento;S;F;2;0;0;1;0;0;0;3
12 L;Matemática - Licenciatura;2025;1º Semestre;Desligamento;S;M;2;0;0;3;0;0;0;5
16;Estatística;2025;1º Semestre;Desistência;N;F;2;0;0;0;0;0;0;2
