COD_CURSO;NOME_CURSO;ANO_EVASAO;PERIODO_EVASAO;FORMA_EVASAO;COTISTA;SEXO;ET_BRANCA;ET_PRETA;ET_AMARELA;ET_PARDA;ET_INDIGINA;ET_NAO_INFORMADO;ET_NAO_DECLARADA;QTDE
32 L;Química - Licenciatura;2019;2º Semestre;Formado;N;M;1;0;0;0;0;0;1;2
32 L;Química - Licenciatura;2019;2º Semestre;Formado;S;F;1;0;0;0;0;0;0;1
16;Estatística;2019;Anual;Desistência;N;F;1;0;0;0;0;0;0;1
16;Estatística;2019;Anual;Desistência;S;F;0;0;0;1;0;0;0;1
16;Estatística;2019;Anual;Desistência;S;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2020;1º Semestre;Adaptação Curricular;N;F;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;2020;1º Semestre;Adaptação Curricular;S;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2020;1º Semestre;Adaptação Curricular;S;M;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2020;1º Semestre;Desistência;N;F;3;0;0;3;0;0;0;6
10 B;Física - Bacharelado;2020;1º Semestre;Desistência;N;M;10;1;1;3;0;0;1;16
10 B;Física - Bacharelado;2020;1º Semestre;Desistência;S;F;0;0;0;4;0;0;0;4
10 B;Física - Bacharelado;2020;1º Semestre;Desistência;S;M;3;2;0;2;0;0;0;7
10 B;Física - Bacharelado;2020;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2020;1º Semestre;Formado;N;F;3;1;0;0;0;0;0;4
10 B;Física - Bacharelado;2020;1º Semestre;Formado;N;M;3;0;0;1;0;0;0;4
10 B;Física - Bacharelado;2020;1º Semestre;Formado;S;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2020;1º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2020;1º Semestre;Reopção de Curso;N;M;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2020;1º Semestre;Reopção de Curso;S;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2020;1º Semestre;Reopção de Curso;S;M;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;2020;1º Semestre;Reopção de Curso;S;N;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;2020;1º Semestre;Adaptação Curricular;N;F;0;0;0;2;0;0;1;3
10 L;Física - Licenciatura;2020;1º Semestre;Adaptação Curricular;N;M;1;0;0;2;0;0;0;3
10 L;Física - Licenciatura;2020;1º Semestre;Adaptação Curricular;S;F;1;0;0;3;0;0;0;4
10 L;Física - Licenciatura;2020;1º Semestre;Adaptação Curricular;S;M;1;0;0;3;0;0;0;4
10 L;Física - Licenciatura;2020;1º Semestre;Desistência;N;F;0;1;0;1;0;0;0;2
10 L;Física - Licenciatura;2020;1º Semestre;Desistência;N;M;4;1;0;2;0;0;0;7
10 L;Física - Licenciatura;2020;1º Semestre;Desistência;S;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2020;1º Semestre;Desistência;S;M;1;1;0;2;0;0;0;4
10 L;Física - Licenciatura;2020;1º Semestre;Formado;N;F;0;0;0;0;0;0;1;1
10 L;Física - Licenciatura;2020;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2020;1º Semestre;Reopção de Curso;N;M;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;2020;1º Semestre;Reopção de Curso;S;M;0;0;0;1;0;0;0;1
12;Matemática;2020;1º Semestre;Adaptação Curricular;S;M;0;1;0;1;0;0;0;2
12;Matemática;2020;1º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
12;Matemática;2020;1º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
12;Matemática;2020;1º Semestre;Desistência;S;F;0;0;0;2;0;0;0;2
12;Matemática;2020;1º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2020;1º Semestre;Desistência;S;M;2;1;0;2;0;0;0;5
12 B;Matemática - Bacharelado;2020;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2020;1º Semestre;Desistência;N;F;2;0;0;0;0;0;0;2
12 L;Matemática - Licenciatura;2020;1º Semestre;Desistência;N;M;0;1;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2020;1º Semestre;Desistência;S;M;1;1;0;0;0;0;0;2
12 L;Matemática - Licenciatura;2020;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2020;1º Semestre;Formado;S;F;0;0;0;2;0;0;0;2
12 L;Matemática - Licenciatura;2020;1º Semestre;Matricula desativada;N;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2020;1º Semestre;Reopção de Curso;N;M;1;0;0;0;0;0;0;1
16;Estatística;2020;1º Semestre;Adaptação Curricular;N;M;0;0;0;1;0;0;0;1
16;Estatística;2020;1º Semestre;Desistência;N;F;0;0;0;0;0;0;1;1
16;Estatística;2020;1º Semestre;Desistência;N;M;3;1;0;3;0;0;0;7
16;Estatística;2020;1º Semestre;Desistência;S;F;1;0;0;1;0;0;0;2
16;Estatística;2020;1º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
16;Estatística;2020;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
16;Estatística;2020;1º Semestre;Formado;N;M;0;0;1;2;0;0;0;3
32 B;Química - Bacharelado;2020;1º Semestre;Desistência;N;F;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;2020;1º Semestre;Desistência;N;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2020;1º Semestre;Desistência;S;F;0;1;0;2;0;0;0;3
32 B;Química - Bacharelado;2020;1º Semestre;Desistência;S;M;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;2020;1º Semestre;Formado;N;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2020;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2020;1º Semestre;Desistência;N;M;2;0;0;0;0;0;0;2
32 L;Química - Licenciatura;2020;1º Semestre;Desistência;S;F;0;1;0;0;0;0;0;1
32 L;Química - Licenciatura;2020;1º Semestre;Desistência;S;M;0;1;0;1;0;0;0;2
32 L;Química - Licenciatura;2020;1º Semestre;Reopção de Curso;S;F;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2020;2º Semestre;Adaptação Curricular;N;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2020;2º Semestre;Desistência;N;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2020;2º Semestre;Desistência;N;M;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;2020;2º Semestre;Desistência;S;F;0;0;0;2;0;0;0;2
10 B;Física - Bacharelado;2020;2º Semestre;Desistência;S;M;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2020;2º Semestre;Formado;N;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2020;2º Semestre;Formado;N;M;4;1;0;1;0;0;0;6
10 B;Física - Bacharelado;2020;2º Semestre;Formado;S;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2020;2º Semestre;Desistência;N;F;1;1;0;1;0;0;0;3
10 L;Física - Licenciatura;2020;2º Semestre;Desistência;N;M;3;1;0;1;0;0;0;5
10 L;Física - Licenciatura;2020;2º Semestre;Desistência;S;M;0;1;0;1;0;0;0;2
10 L;Física - Licenciatura;2020;2º Semestre;Formado;N;M;2;0;0;1;0;0;0;3
10 L;Física - Licenciatura;2020;2º Semestre;Formado;S;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2020;2º Semestre;Transferência;N;M;1;0;0;0;0;0;0;1
12;Matemática;2020;2º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2020;2º Semestre;Desistência;N;M;0;0;0;2;0;0;0;2
12 B;Matemática - Bacharelado;2020;2º Semestre;Desistência;S;F;0;1;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2020;2º Semestre;Desistência;S;M;1;0;0;1;0;0;0;2
12 B;Matemática - Bacharelado;2020;2º Semestre;Formado;N;M;1;0;0;2;0;0;0;3
12 B;Matemática - Bacharelado;2020;2º Semestre;Formado;S;F;0;1;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2020;2º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2020;2º Semestre;Formado;N;F;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2020;2º Semestre;Formado;N;M;1;1;0;1;0;0;0;3
12 L;Matemática - Licenciatura;2020;2º Semestre;Formado;S;F;1;0;0;1;0;0;0;2
12 L;Matemática - Licenciatura;2020;2º Semestre;Formado;S;M;2;0;0;1;0;0;0;3
16;Estatística;2020;2º Semestre;Desistência;N;F;2;0;0;0;0;0;0;2
16;Estatística;2020;2º Semestre;Desistência;N;M;0;1;0;1;0;0;0;2
16;Estatística;2020;2º Semestre;Desistência;N;N;1;0;0;0;0;0;0;1
16;Estatística;2020;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
16;Estatística;2020;2º Semestre;Formado;N;F;0;0;0;1;0;0;0;1
16;Estatística;2020;2º Semestre;Formado;N;M;3;0;0;0;0;0;0;3
16;Estatística;2020;2º Semestre;Formado;S;F;0;0;0;1;0;0;0;1
16;Estatística;2020;2º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2020;2º Semestre;Desistência;N;F;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;2020;2º Semestre;Desistência;N;M;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;2020;2º Semestre;Desistência;N;N;0;0;0;2;0;0;0;2
32 B;Química - Bacharelado;2020;2º Semestre;Desistência;S;F;0;0;0;2;0;0;0;2
32 B;Química - Bacharelado;2020;2º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2020;2º Semestre;Desistência;N;F;0;1;0;0;0;0;0;1
32 L;Química - Licenciatura;2020;2º Semestre;Desistência;S;F;0;1;0;2;0;0;0;3
32 L;Química - Licenciatura;2020;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2021;1º Semestre;Desistência;N;F;4;0;0;0;0;0;0;4
10 B;Física - Bacharelado;2021;1º Semestre;Desistência;N;M;4;0;0;0;0;0;0;4
10 B;Física - Bacharelado;2021;1º Semestre;Desistência;S;F;1;2;0;0;0;0;0;3
10 B;Física - Bacharelado;2021;1º Semestre;Desistência;S;M;3;0;0;7;0;0;1;11
10 B;Física - Bacharelado;2021;1º Semestre;Formado;N;F;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;2021;1º Semestre;Formado;N;M;3;0;0;1;0;0;0;4
10 B;Física - Bacharelado;2021;1º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2021;1º Semestre;Desistência;N;F;2;0;0;0;0;0;0;2
10 L;Física - Licenciatura;2021;1º Semestre;Desistência;N;M;2;2;0;4;0;0;0;8
10 L;Física - Licenciatura;2021;1º Semestre;Desistência;S;F;0;1;0;0;1;0;0;2
10 L;Física - Licenciatura;2021;1º Semestre;Desistência;S;M;3;1;0;3;0;0;0;7
12;Matemática;2021;1º Semestre;Desistência;S;F;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2021;1º Semestre;Desistência;N;M;3;1;0;2;0;0;0;6
12 B;Matemática - Bacharelado;2021;1º Semestre;Desistência;S;F;1;0;0;1;0;0;0;2
12 B;Matemática - Bacharelado;2021;1º Semestre;Desistência;S;M;0;1;0;2;0;0;0;3
12 B;Matemática - Bacharelado;2021;1º Semestre;Formado;N;M;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2021;1º Semestre;Formado;S;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2021;1º Semestre;Desistência;N;F;3;0;0;0;0;0;0;3
12 L;Matemática - Licenciatura;2021;1º Semestre;Desistência;N;M;1;0;0;2;0;0;0;3
12 L;Matemática - Licenciatura;2021;1º Semestre;Formado;N;M;0;1;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2021;1º Semestre;Formado;S;M;0;0;0;1;0;0;0;1
16;Estatística;2021;1º Semestre;Desistência;N;F;0;1;0;0;0;0;0;1
16;Estatística;2021;1º Semestre;Desistência;N;M;4;0;0;2;0;0;0;6
16;Estatística;2021;1º Semestre;Desistência;S;F;1;0;0;0;0;0;0;1
16;Estatística;2021;1º Semestre;Desistência;S;M;2;1;0;1;0;0;0;4
16;Estatística;2021;1º Semestre;Formado;N;F;3;0;0;0;0;0;0;3
16;Estatística;2021;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
16;Estatística;2021;1º Semestre;Formado;S;F;0;1;0;1;0;0;0;2
32 B;Química - Bacharelado;2021;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2021;1º Semestre;Desistência;N;M;1;0;0;2;0;0;0;3
32 B;Química - Bacharelado;2021;1º Semestre;Desistência;S;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2021;1º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2021;1º Semestre;Formado;N;F;1;0;0;3;0;0;0;4
32 B;Química - Bacharelado;2021;1º Semestre;Formado;N;M;2;0;0;0;0;0;1;3
32 B;Química - Bacharelado;2021;1º Semestre;Formado;S;F;1;0;0;1;0;0;0;2
32 L;Química - Licenciatura;2021;1º Semestre;Adaptação Curricular;S;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2021;1º Semestre;Adaptação Curricular;S;M;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2021;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2021;1º Semestre;Desistência;S;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2021;1º Semestre;Desistência;S;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2021;1º Semestre;Formado;N;F;1;1;0;0;0;0;0;2
32 L;Química - Licenciatura;2021;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2021;2º Semestre;Desistência;N;M;3;0;0;1;0;0;1;5
10 B;Física - Bacharelado;2021;2º Semestre;Desistência;S;F;0;1;0;1;0;0;0;2
10 B;Física - Bacharelado;2021;2º Semestre;Desistência;S;M;2;1;0;2;0;0;0;5
10 B;Física - Bacharelado;2021;2º Semestre;Desistência;S;N;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;0;0;1;0;0;1;3
10 B;Física - Bacharelado;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;5;0;0;5;0;0;0;10
10 B;Física - Bacharelado;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;0;0;0;3;0;0;0;3
10 B;Física - Bacharelado;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;1;2;0;3;0;0;0;6
10 B;Física - Bacharelado;2021;2º Semestre;Formado;N;M;6;1;0;0;0;0;0;7
10 L;Física - Licenciatura;2021;2º Semestre;Desistência;N;F;2;0;0;0;0;0;0;2
10 L;Física - Licenciatura;2021;2º Semestre;Desistência;N;M;0;1;0;1;0;0;1;3
10 L;Física - Licenciatura;2021;2º Semestre;Desistência;S;M;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;6;0;0;3;0;0;0;9
10 L;Física - Licenciatura;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;1;0;1;2;0;0;0;4
10 L;Física - Licenciatura;2021;2º Semestre;Formado;N;M;1;0;0;2;0;0;0;3
10 L;Física - Licenciatura;2021;2º Semestre;Formado;S;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2021;2º Semestre;Transferido;N;M;0;0;0;1;0;0;0;1
12;Matemática;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;0;0;0;1;0;0;0;1
12;Matemática;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;5;0;0;0;0;0;1;6
12;Matemática;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;1;0;0;2;0;0;0;3
12;Matemática;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;2;0;0;1;0;0;1;4
12 B;Matemática - Bacharelado;2021;2º Semestre;Desistência;N;M;1;0;0;1;0;0;0;2
12 B;Matemática - Bacharelado;2021;2º Semestre;Desistência;N;N;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2021;2º Semestre;Desistência;S;F;2;1;0;1;0;0;0;4
12 B;Matemática - Bacharelado;2021;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2021;2º Semestre;Formado;N;F;3;0;0;1;0;0;0;4
12 B;Matemática - Bacharelado;2021;2º Semestre;Formado;N;M;4;0;0;1;0;0;0;5
12 B;Matemática - Bacharelado;2021;2º Semestre;Formado;S;F;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2021;2º Semestre;Formado;S;M;0;1;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2021;2º Semestre;Desistência;N;M;1;0;0;1;0;0;0;2
12 L;Matemática - Licenciatura;2021;2º Semestre;Desistência;S;F;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2021;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2021;2º Semestre;Formado;N;F;4;0;0;0;0;0;0;4
12 L;Matemática - Licenciatura;2021;2º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2021;2º Semestre;Formado;S;M;1;2;0;2;0;0;0;5
16;Estatística;2021;2º Semestre;Desistência;N;M;0;1;0;0;0;0;0;1
16;Estatística;2021;2º Semestre;Desistência;S;F;0;1;0;0;0;0;0;1
16;Estatística;2021;2º Semestre;Desistência;S;M;0;0;0;1;0;0;0;1
16;Estatística;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;0;0;0;0;0;1;2
16;Estatística;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;3;0;0;3;0;0;1;7
16;Estatística;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;0;0;0;2;0;0;0;2
16;Estatística;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;1;0;0;2;0;0;0;3
16;Estatística;2021;2º Semestre;Formado;S;F;1;0;0;1;0;0;0;2
16;Estatística;2021;2º Semestre;Formado;S;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2021;2º Semestre;Desistência;N;F;0;0;0;2;0;0;0;2
32 B;Química - Bacharelado;2021;2º Semestre;Desistência;N;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2021;2º Semestre;Desistência;S;F;0;0;0;2;0;0;0;2
32 B;Química - Bacharelado;2021;2º Semestre;Desistência;S;M;0;0;0;3;0;0;0;3
32 B;Química - Bacharelado;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;0;1;0;1;0;0;0;2
32 B;Química - Bacharelado;2021;2º Semestre;Formado;N;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;2021;2º Semestre;Formado;S;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;2021;2º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2021;2º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;0;1;0;0;0;0;0;1
32 L;Química - Licenciatura;2021;2º Semestre;Formado;N;F;2;0;0;0;0;0;0;2
32 L;Química - Licenciatura;2021;2º Semestre;Formado;S;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;2021;Anual;Desistência;N;F;1;0;0;1;0;0;0;2
32 L;Química - Licenciatura;2021;Anual;Desistência;S;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2022;1º Semestre;Desistência;N;F;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;2022;1º Semestre;Desistência;N;M;6;0;0;0;0;0;0;6
10 B;Física - Bacharelado;2022;1º Semestre;Desistência;S;F;2;0;0;1;0;0;0;3
10 B;Física - Bacharelado;2022;1º Semestre;Desistência;S;M;4;1;0;4;0;0;0;9
10 B;Física - Bacharelado;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;8;0;0;2;0;0;2;12
10 B;Física - Bacharelado;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;1;0;0;4;0;0;0;5
10 B;Física - Bacharelado;2022;1º Semestre;Formado;N;F;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;2022;1º Semestre;Formado;N;M;4;0;0;1;0;0;0;5
10 B;Física - Bacharelado;2022;1º Semestre;Formado;S;F;2;1;0;0;0;0;0;3
10 B;Física - Bacharelado;2022;1º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;2022;1º Semestre;Reopção de Curso;N;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2022;1º Semestre;Desistência;N;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;2022;1º Semestre;Desistência;N;M;3;0;0;3;0;0;0;6
10 L;Física - Licenciatura;2022;1º Semestre;Desistência;N;N;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2022;1º Semestre;Desistência;S;F;1;1;0;0;0;0;0;2
10 L;Física - Licenciatura;2022;1º Semestre;Desistência;S;M;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;6;0;1;4;0;0;2;13
10 L;Física - Licenciatura;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;1;0;0;2;0;0;0;3
10 L;Física - Licenciatura;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;0;0;0;7;0;0;0;7
10 L;Física - Licenciatura;2022;1º Semestre;Formado;N;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;2022;1º Semestre;Formado;N;M;2;0;0;0;0;0;0;2
10 L;Física - Licenciatura;2022;1º Semestre;Formado;S;M;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;2022;1º Semestre;Reopção de Curso;S;F;0;0;0;1;0;0;0;1
12;Matemática;2022;1º Semestre;Desistência;S;F;0;1;0;0;0;0;0;1
12;Matemática;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;0;0;0;0;0;1;2
12;Matemática;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;2;0;0;3;0;0;1;6
12;Matemática;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;1;0;0;0;0;0;0;1
12;Matemática;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;0;0;0;2;0;0;0;2
12 B;Matemática - Bacharelado;2022;1º Semestre;Desistência;N;F;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;2022;1º Semestre;Desistência;N;M;2;0;0;0;0;0;0;2
12 B;Matemática - Bacharelado;2022;1º Semestre;Desistência;S;F;0;2;0;1;0;0;0;3
12 B;Matemática - Bacharelado;2022;1º Semestre;Desistência;S;M;1;3;0;3;0;0;0;7
12 B;Matemática - Bacharelado;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;0;0;0;1;0;0;1;2
12 B;Matemática - Bacharelado;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;0;0;1;1;0;0;0;2
12 B;Matemática - Bacharelado;2022;1º Semestre;Formado;N;M;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;2022;1º Semestre;Reopção de Curso;N;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;2022;1º Semestre;Desistência;N;F;4;0;0;1;0;0;0;5
12 L;Matemática - Licenciatura;2022;1º Semestre;Desistência;N;M;1;2;0;0;0;0;0;3
12 L;Matemática - Licenciatura;2022;1º Semestre;Desistência;S;F;0;2;0;1;0;0;0;3
12 L;Matemática - Licenciatura;2022;1º Semestre;Desistência;S;M;0;2;0;1;0;0;0;3
12 L;Matemática - Licenciatura;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;1;0;0;0;0;0;1;2
12 L;Matemática - Licenciatura;2022;1º Semestre;Formado;S;F;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;2022;1º Semestre;Formado;S;M;0;1;0;0;0;0;0;1
16;Estatística;2022;1º Semestre;Desistência;N;M;5;0;0;2;0;0;0;7
16;Estatística;2022;1º Semestre;Desistência;S;F;1;0;0;1;0;0;0;2
16;Estatística;2022;1º Semestre;Desistência;S;M;4;2;0;2;0;0;0;8
16;Estatística;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;1;0;0;1;0;0;0;2
16;Estatística;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;9;1;0;3;0;0;0;13
16;Estatística;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;0;0;0;3;0;0;0;3
16;Estatística;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;M;2;1;0;4;0;0;0;7
16;Estatística;2022;1º Semestre;Formado;N;M;0;0;0;0;0;0;1;1
16;Estatística;2022;1º Semestre;Formado;S;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2022;1º Semestre;Desistência;N;F;3;1;0;1;0;0;0;5
32 B;Química - Bacharelado;2022;1º Semestre;Desistência;N;M;3;0;0;2;0;0;0;5
32 B;Química - Bacharelado;2022;1º Semestre;Desistência;S;F;3;0;0;5;0;0;0;8
32 B;Química - Bacharelado;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;F;3;0;0;1;0;0;0;4
32 B;Química - Bacharelado;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;M;3;0;0;2;0;0;1;6
32 B;Química - Bacharelado;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;N;N;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;2022;1º Semestre;Desligamento: Resolução 68/2017-CEPE;S;F;3;1;0;2;0;0;0;6
32 B;Química - Bacharelado;2022;1º Semestre;Formado;N;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2022;1º Semestre;Formado;N;M;2;0;0;1;0;0;0;3
32 B;Química - Bacharelado;2022;1º Semestre;Formado;S;F;2;0;0;1;0;0;0;3
32 B;Química - Bacharelado;2022;1º Semestre;Reopção de Curso;N;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;2022;1º Semestre;Reopção de Curso;N;M;1;0;0;0;0;0;0;1
