COD_CURSO,NOME_CURSO,ANO_EVASAO,PERIODO_EVASAO,FORMA_EVASAO,NATURALIDADE,QTDE
12 L,Matemática - Licenciatura,2017,NA,Outros,Coronel Fabriciano,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Curitiba,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Duque De Caxias,2
12 L,Matemática - Licenciatura,2017,NA,Outros,Eunapolis,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Guarapari,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Ilheus,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Itabira,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Itabuna,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Joao Neiva,2
12 L,Matemática - Licenciatura,2017,NA,Outros,Linhares,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Manhuacu,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Maceio,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Montanha,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Mucuri,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Nanuque,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Pancas,2
12 L,Matemática - Licenciatura,2017,NA,Outros,Rio De Janeiro,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Salvador,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Santa Leopoldina,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Santa Maria De Jetiba,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Santa Teresa,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Sao Jose Do Calcado,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Serra,6
12 L,Matemática - Licenciatura,2017,NA,Outros,Vitoria,3
12 L,Matemática - Licenciatura,2017,NA,Outros,Viana,1
12 L,Matemática - Licenciatura,2017,NA,Outros,Vila Velha,15
12 L,Matemática - Licenciatura,2017,NA,Outros,Vitoria,21
16,Estatística,2017,1º Semestre,Desligamento,Belo Horizonte,1
16,Estatística,2017,1º Semestre,Desligamento,Ibatiba,1
16,Estatística,2017,1º Semestre,Desligamento,Linhares,1
16,Estatística,2017,1º Semestre,Desligamento,Rio De Janeiro,1
16,Estatística,2017,1º Semestre,Desligamento,Vila Velha,2
16,Estatística,2017,1º Semestre,Desligamento,Vitoria,6
16,Estatística,2017,1º Semestre,Formado,Sao Mateus,1
16,Estatística,2017,1º Semestre,Formado,Vila Velha,1
16,Estatística,2017,1º Semestre,Formado,Vitoria,2
16,Estatística,2017,2º Semestre,Desistência,Belo Horizonte,1
16,Estatística,2017,2º Semestre,Formado,Vila Velha,1
16,Estatística,2017,2º Semestre,Formado,Vitoria,1
16,Estatística,2017,NA,Desistência,Rio De Janeiro,1
16,Estatística,2017,NA,Desistência,Santos,1
16,Estatística,2017,NA,Desistência,Vitoria,1
16,Estatística,2017,NA,Desistência,NA,1
16,Estatística,2017,NA,Outros,Afonso Claudio,4
16,Estatística,2017,NA,Outros,Aracruz,5
16,Estatística,2017,NA,Outros,Atilio Vivacqua,1
16,Estatística,2017,NA,Outros,Barra De Sao Francisco,2
16,Estatística,2017,NA,Outros,Belem,1
16,Estatística,2017,NA,Outros,Belem,1
16,Estatística,2017,NA,Outros,Belo Horizonte,1
16,Estatística,2017,NA,Outros,Brasilia,1
16,Estatística,2017,NA,Outros,Cachoeiro De Itapemirim,7
16,Estatística,2017,NA,Outros,Caiana,1
16,Estatística,2017,NA,Outros,Campo Grande,1
16,Estatística,2017,NA,Outros,Campos Dos Goytacazes,2
16,Estatística,2017,NA,Outros,Cariacica,12
16,Estatística,2017,NA,Outros,Colatina,1
16,Estatística,2017,NA,Outros,Conceicao Da Barra,1
16,Estatística,2017,NA,Outros,Ecoporanga,1
16,Estatística,2017,NA,Outros,Francisco Morato,1
16,Estatística,2017,NA,Outros,Governador Valadares,2
16,Estatística,2017,NA,Outros,Guacui,1
16,Estatística,2017,NA,Outros,Guarulhos,1
16,Estatística,2017,NA,Outros,Ibatiba,1
16,Estatística,2017,NA,Outros,Ilheus,1
16,Estatística,2017,NA,Outros,Ipatinga,1
16,Estatística,2017,NA,Outros,Itabira,1
16,Estatística,2017,NA,Outros,Itabuna,1
16,Estatística,2017,NA,Outros,Itamaraju,1
16,Estatística,2017,NA,Outros,Jeronimo Monteiro,1
16,Estatística,2017,NA,Outros,Joao Monlevade,1
16,Estatística,2017,NA,Outros,Joao Neiva,2
16,Estatística,2017,NA,Outros,Miracema,1
16,Estatística,2017,NA,Outros,Montanha,1
16,Estatística,2017,NA,Outros,Mucuri,1
16,Estatística,2017,NA,Outros,Muriae,1
16,Estatística,2017,NA,Outros,Nova Lima,1
16,Estatística,2017,NA,Outros,Outros,1
16,Estatística,2017,NA,Outros,Recife,1
16,Estatística,2017,NA,Outros,Rio De Janeiro,3
16,Estatística,2017,NA,Outros,Salvador,1
16,Estatística,2017,NA,Outros,Sao Paulo,1
16,Estatística,2017,NA,Outros,Sao Paulo,1
16,Estatística,2017,NA,Outros,Sao Mateus,2
16,Estatística,2017,NA,Outros,Serra,8
16,Estatística,2017,NA,Outros,Teofilo Otoni,1
16,Estatística,2017,NA,Outros,Teresina,1
16,Estatística,2017,NA,Outros,Timoteo,1
16,Estatística,2017,NA,Outros,Varginha,1
16,Estatística,2017,NA,Outros,Vitoria,7
16,Estatística,2017,NA,Outros,Viana,1
16,Estatística,2017,NA,Outros,Vila Velha,9
16,Estatística,2017,NA,Outros,Vitoria,26
16,Estatística,2017,NA,Outros,Xaxim,1
16,Estatística,2017,NA,Outros,Belo Horizonte,1
32,Química,2017,NA,Desistência,Coronel Fabriciano,1
32,Química,2017,NA,Desistência,Juiz De Fora,1
32,Química,2017,NA,Desistência,Linhares,1
32,Química,2017,NA,Desistência,Rio De Janeiro,1
32,Química,2017,NA,Desistência,NA,2
32,Química,2017,NA,Formado,Aracruz,1
32,Química,2017,NA,Formado,Osasco,1
32,Química,2017,NA,Outros,NA,1
32 B,Química - Bacharelado,2017,1º Semestre,Desistência,Itarana,1
32 B,Química - Bacharelado,2017,1º Semestre,Desistência,Vitoria,2
32 B,Química - Bacharelado,2017,1º Semestre,Desligamento,Vila Velha,4
32 B,Química - Bacharelado,2017,1º Semestre,Desligamento,Vitoria,3
32 B,Química - Bacharelado,2017,1º Semestre,Desligamento,Serra,1
32 B,Química - Bacharelado,2017,1º Semestre,Desligamento,Vila Velha,2
32 B,Química - Bacharelado,2017,1º Semestre,Desligamento,Vitoria,1
32 B,Química - Bacharelado,2017,1º Semestre,Desligamento,Conceicao Da Barra,1
32 B,Química - Bacharelado,2017,1º Semestre,Desligamento,Rio De Janeiro,1
32 B,Química - Bacharelado,2017,1º Semestre,Desligamento,Venda Nova Do Imigrante,1
32 B,Química - Bacharelado,2017,1º Semestre,Desligamento,Vila Velha,2
32 B,Química - Bacharelado,2017,1º Semestre,Formado,Sao Gabriel Da Palha,1
32 B,Química - Bacharelado,2017,1º Semestre,Formado,Teixeira De Freitas,1
32 B,Química - Bacharelado,2017,1º Semestre,Formado,Vitoria,1
32 B,Química - Bacharelado,2017,2º Semestre,Desistência,Belo Horizonte,1
32 B,Química - Bacharelado,2017,2º Semestre,Desistência,Vila Velha,1
32 B,Química - Bacharelado,2017,2º Semestre,Desistência,Vitoria,5
32 B,Química - Bacharelado,2017,2º Semestre,Formado,Anchieta,1
32 B,Química - Bacharelado,2017,2º Semestre,Formado,Cachoeiro De Itapemirim,1
32 B,Química - Bacharelado,2017,2º Semestre,Formado,Colatina,1
32 B,Química - Bacharelado,2017,2º Semestre,Formado,Linhares,1
32 B,Química - Bacharelado,2017,2º Semestre,Formado,Rio De Janeiro,1
32 B,Química - Bacharelado,2017,2º Semestre,Formado,Serra,1
32 B,Química - Bacharelado,2017,2º Semestre,Formado,Vila Velha,2
32 B,Química - Bacharelado,2017,2º Semestre,Formado,Vitoria,6
32 B,Química - Bacharelado,2017,2º Semestre,Desligamento,Cariacica,1
32 B,Química - Bacharelado,2017,NA,Outros,Afonso Claudio,2
32 B,Química - Bacharelado,2017,NA,Outros,Aimores,1
32 B,Química - Bacharelado,2017,NA,Outros,Baixo Guandu,2
32 B,Química - Bacharelado,2017,NA,Outros,Belford Roxo,1
32 B,Química - Bacharelado,2017,NA,Outros,Brasilia,1
32 B,Química - Bacharelado,2017,NA,Outros,Cachoeiro De Itapemirim,4
32 B,Química - Bacharelado,2017,NA,Outros,Campos Dos Goytacazes,3
32 B,Química - Bacharelado,2017,NA,Outros,Cariacica,7
32 B,Química - Bacharelado,2017,NA,Outros,Colatina,3
32 B,Química - Bacharelado,2017,NA,Outros,Contagem,1
32 B,Química - Bacharelado,2017,NA,Outros,Curitiba,1
32 B,Química - Bacharelado,2017,NA,Outros,Espera Feliz,1
32 B,Química - Bacharelado,2017,NA,Outros,Eunapolis,1
32 B,Química - Bacharelado,2017,NA,Outros,Goianesia Do Para,1
32 B,Química - Bacharelado,2017,NA,Outros,Goiania,1
32 B,Química - Bacharelado,2017,NA,Outros,Guarapari,1
32 B,Química - Bacharelado,2017,NA,Outros,Ibatiba,1
32 B,Química - Bacharelado,2017,NA,Outros,Ibiracu,1
32 B,Química - Bacharelado,2017,NA,Outros,Ipatinga,1
32 B,Química - Bacharelado,2017,NA,Outros,Italia,1
32 B,Química - Bacharelado,2017,NA,Outros,Itamaraju,1
32 B,Química - Bacharelado,2017,NA,Outros,Joao Neiva,1
32 B,Química - Bacharelado,2017,NA,Outros,Linhares,2
32 B,Química - Bacharelado,2017,NA,Outros,Manhuacu,1
32 B,Química - Bacharelado,2017,NA,Outros,Muqui,1
32 B,Química - Bacharelado,2017,NA,Outros,Nova Venecia,1
32 B,Química - Bacharelado,2017,NA,Outros,Nova Iguacu,1
32 B,Química - Bacharelado,2017,NA,Outros,Pedro Canario,1
32 B,Química - Bacharelado,2017,NA,Outros,Piedade,1
32 B,Química - Bacharelado,2017,NA,Outros,Pinheiros,1
32 B,Química - Bacharelado,2017,NA,Outros,Recife,1
32 B,Química - Bacharelado,2017,NA,Outros,Rio De Janeiro,1
32 B,Química - Bacharelado,2017,NA,Outros,Santa Teresa,1
32 B,Química - Bacharelado,2017,NA,Outros,Sao Paulo,2
32 B,Química - Bacharelado,2017,NA,Outros,Sao Paulo,1
32 B,Química - Bacharelado,2017,NA,Outros,Serra,9
32 B,Química - Bacharelado,2017,NA,Outros,Teixeira De Freitas,1
32 B,Química - Bacharelado,2017,NA,Outros,Vitoria,13
32 B,Química - Bacharelado,2017,NA,Outros,Viana,1
32 B,Química - Bacharelado,2017,NA,Outros,Vila Velha,16
32 B,Química - Bacharelado,2017,NA,Outros,Vitoria,39
32 B,Química - Bacharelado,2017,NA,Outros,Volta Redonda,1
32 L,Química - Licenciatura,2017,1º Semestre,Desistência,Cachoeiro De Itapemirim,1
32 L,Química - Licenciatura,2017,1º Semestre,Desistência,Linhares,1
32 L,Química - Licenciatura,2017,1º Semestre,Desistência,Serra,1
32 L,Química - Licenciatura,2017,1º Semestre,Desistência,Vitoria,2
32 L,Química - Licenciatura,2017,1º Semestre,Desligamento,Cachoeiro De Itapemirim,1
32 L,Química - Licenciatura,2017,1º Semestre,Desligamento,Sao Paulo,1
32 L,Química - Licenciatura,2017,1º Semestre,Desligamento,Serra,1
32 L,Química - Licenciatura,2017,1º Semestre,Desligamento,Vitoria,1
32 L,Química - Licenciatura,2017,1º Semestre,Desligamento,Serra,1
32 L,Química - Licenciatura,2017,1º Semestre,Formado,Domingos Martins,1
32 L,Química - Licenciatura,2017,1º Semestre,Formado,Timoteo,1
32 L,Química - Licenciatura,2017,1º Semestre,Formado,Vila Velha,1
32 L,Química - Licenciatura,2017,1º Semestre,Formado,Vitoria,1
32 L,Química - Licenciatura,2017,2º Semestre,Desistência,Anchieta,1
32 L,Química - Licenciatura,2017,2º Semestre,Desistência,Sao Joao De Meriti,1
32 L,Química - Licenciatura,2017,2º Semestre,Desistência,Sao Luis,1
32 L,Química - Licenciatura,2017,2º Semestre,Desistência,Vitoria,2
32 L,Química - Licenciatura,2017,2º Semestre,Formado,Outros,1
32 L,Química - Licenciatura,2017,2º Semestre,Formado,Vila Velha,1
32 L,Química - Licenciatura,2017,2º Semestre,Formado,Vitoria,1
32 L,Química - Licenciatura,2017,NA,Outros,Aracruz,1
32 L,Química - Licenciatura,2017,NA,Outros,Cachoeiro De Itapemirim,1
32 L,Química - Licenciatura,2017,NA,Outros,Caratinga,1
32 L,Química - Licenciatura,2017,NA,Outros,Cariacica,5
32 L,Química - Licenciatura,2017,NA,Outros,Colatina,2
32 L,Química - Licenciatura,2017,NA,Outros,Ecoporanga,1
32 L,Química - Licenciatura,2017,NA,Outros,Fundao,1
32 L,Química - Licenciatura,2017,NA,Outros,Governador Valadares,1
32 L,Química - Licenciatura,2017,NA,Outros,Guarapari,1
32 L,Química - Licenciatura,2017,NA,Outros,Itaguacu,1
32 L,Química - Licenciatura,2017,NA,Outros,Iuna,1
32 L,Química - Licenciatura,2017,NA,Outros,Londrina,1
32 L,Química - Licenciatura,2017,NA,Outros,Nova Iguacu,1
32 L,Química - Licenciatura,2017,NA,Outros,Rio De Janeiro,2
32 L,Química - Licenciatura,2017,NA,Outros,Sao Paulo,1
32 L,Química - Licenciatura,2017,NA,Outros,Sao Mateus,1
32 L,Química - Licenciatura,2017,NA,Outros,Serra,1
32 L,Química - Licenciatura,2017,NA,Outros,Sinop,1
32 L,Química - Licenciatura,2017,NA,Outros,Vargem Alta,1
32 L,Química - Licenciatura,2017,NA,Outros,Vitoria,6
32 L,Química - Licenciatura,2017,NA,Outros,Vila Velha,14
32 L,Química - Licenciatura,2017,NA,Outros,Vitoria,10
10,Física,2018,NA,Desistência,Espirito Santo,1
10,Física,2018,NA,Desistência,Governador Valadares,1
10,Física,2018,NA,Desistência,Nanuque,1
10,Física,2018,NA,Desistência,Vitoria,5
10,Física,2018,NA,Desistência,NA,10
10,Física,2018,NA,Formado,NA,1
10,Física,2018,NA,Outros,Vitoria,1
10,Física,2018,NA,Formado,Aracaju,1
10,Física,2018,NA,Formado,Itabira,1
10 B,Física - Bacharelado,2018,1º Semestre,Desistência,Anchieta,1
10 B,Física - Bacharelado,2018,1º Semestre,Desistência,Belo Horizonte,1
10 B,Física - Bacharelado,2018,1º Semestre,Desistência,Cachoeiro De Itapemirim,1
10 B,Física - Bacharelado,2018,1º Semestre,Desistência,Rio De Janeiro,1
10 B,Física - Bacharelado,2018,1º Semestre,Desistência,Santo Andre,1
10 B,Física - Bacharelado,2018,1º Semestre,Desistência,Serra,1
10 B,Física - Bacharelado,2018,1º Semestre,Desistência,Vila Velha,2
10 B,Física - Bacharelado,2018,1º Semestre,Desistência,Vitoria,3
10 B,Física - Bacharelado,2018,1º Semestre,Formado,Fortaleza,1
10 B,Física - Bacharelado,2018,1º Semestre,Formado,Vila Velha,2
10 B,Física - Bacharelado,2018,1º Semestre,Formado,Vitoria,2
10 B,Física - Bacharelado,2018,1º Semestre,Desligamento,Bom Jesus Do Itabapoana,1
10 B,Física - Bacharelado,2018,1º Semestre,Outros,Muniz Freire,1
10 B,Física - Bacharelado,2018,1º Semestre,Outros,Uberlandia,1
10 B,Física - Bacharelado,2018,1º Semestre,Outros,Vila Velha,1
10 B,Física - Bacharelado,2018,2º Semestre,Desistência,Cariacica,1
10 B,Física - Bacharelado,2018,2º Semestre,Desistência,Jaguare,1
10 B,Física - Bacharelado,2018,2º Semestre,Desistência,Vila Velha,3
10 B,Física - Bacharelado,2018,2º Semestre,Desistência,Vitoria,4
10 B,Física - Bacharelado,2018,2º Semestre,Desligamento,Vila Velha,1
10 B,Física - Bacharelado,2018,2º Semestre,Formado,Carangola,1
10 B,Física - Bacharelado,2018,2º Semestre,Formado,Eunapolis,1
10 B,Física - Bacharelado,2018,2º Semestre,Formado,Governador Valadares,1
10 B,Física - Bacharelado,2018,2º Semestre,Formado,Linhares,1
10 B,Física - Bacharelado,2018,2º Semestre,Formado,Santa Teresa,1
10 B,Física - Bacharelado,2018,2º Semestre,Formado,Vitoria,5
10 B,Física - Bacharelado,2018,NA,Outros,Abaiara,1
10 B,Física - Bacharelado,2018,NA,Outros,Afonso Claudio,1
10 B,Física - Bacharelado,2018,NA,Outros,Aimores,1
10 B,Física - Bacharelado,2018,NA,Outros,Alegre,1
10 B,Física - Bacharelado,2018,NA,Outros,Anchieta,3
10 B,Física - Bacharelado,2018,NA,Outros,Barra De Sao Francisco,1
10 B,Física - Bacharelado,2018,NA,Outros,Belo Horizonte,1
10 B,Física - Bacharelado,2018,NA,Outros,Brasilia,3
10 B,Física - Bacharelado,2018,NA,Outros,Cachoeiro De Itapemirim,2
10 B,Física - Bacharelado,2018,NA,Outros,Cacoal,2
10 B,Física - Bacharelado,2018,NA,Outros,Campos Dos Goytacazes,3
10 B,Física - Bacharelado,2018,NA,Outros,Caravelas,1
10 B,Física - Bacharelado,2018,NA,Outros,Cariacica,9
10 B,Física - Bacharelado,2018,NA,Outros,Castelo,1
10 B,Física - Bacharelado,2018,NA,Outros,Conceicao Do Castelo,1
10 B,Física - Bacharelado,2018,NA,Outros,Curitiba,1
10 B,Física - Bacharelado,2018,NA,Outros,Domingos Martins,1
10 B,Física - Bacharelado,2018,NA,Outros,Duque De Caxias,1
10 B,Física - Bacharelado,2018,NA,Outros,Fortaleza,1
10 B,Física - Bacharelado,2018,NA,Outros,Governador Valadares,1
10 B,Física - Bacharelado,2018,NA,Outros,Guarapari,2
10 B,Física - Bacharelado,2018,NA,Outros,Ipora,1
10 B,Física - Bacharelado,2018,NA,Outros,Itabuna,1
10 B,Física - Bacharelado,2018,NA,Outros,Itapemirim,1
10 B,Física - Bacharelado,2018,NA,Outros,Jundiai,1
10 B,Física - Bacharelado,2018,NA,Outros,Linhares,3
10 B,Física - Bacharelado,2018,NA,Outros,Marataizes,1
10 B,Física - Bacharelado,2018,NA,Outros,Marechal Floriano,1
10 B,Física - Bacharelado,2018,NA,Outros,Montanha,1
10 B,Física - Bacharelado,2018,NA,Outros,Outros,1
10 B,Física - Bacharelado,2018,NA,Outros,Piuma,1
10 B,Física - Bacharelado,2018,NA,Outros,Ponte Nova,1
10 B,Física - Bacharelado,2018,NA,Outros,Porto Seguro,1
10 B,Física - Bacharelado,2018,NA,Outros,Rio De Janeiro,3
10 B,Física - Bacharelado,2018,NA,Outros,Rio Novo Do Sul,1
10 B,Física - Bacharelado,2018,NA,Outros,Rondonopolis,1
10 B,Física - Bacharelado,2018,NA,Outros,Santa Leopoldina,1
10 B,Física - Bacharelado,2018,NA,Outros,Santa Maria De Jetiba,1
10 B,Física - Bacharelado,2018,NA,Outros,Sao Gabriel Da Palha,1
10 B,Física - Bacharelado,2018,NA,Outros,Sao Paulo,2
10 B,Física - Bacharelado,2018,NA,Outros,Sao Mateus,1
10 B,Física - Bacharelado,2018,NA,Outros,Serra,15
10 B,Física - Bacharelado,2018,NA,Outros,Teixeira De Freitas,1
10 B,Física - Bacharelado,2018,NA,Outros,Vicosa,1
10 B,Física - Bacharelado,2018,NA,Outros,Vitoria,11
10 B,Física - Bacharelado,2018,NA,Outros,Viana,1
10 B,Física - Bacharelado,2018,NA,Outros,Vila Velha,21
10 B,Física - Bacharelado,2018,NA,Outros,Vitoria,35
10 B,Física - Bacharelado,2018,NA,Outros,Volta Redonda,1
10 L,Física - Licenciatura,2018,1º Semestre,Desistência,Mutum,1
10 L,Física - Licenciatura,2018,1º Semestre,Desistência,Recife,1
10 L,Física - Licenciatura,2018,1º Semestre,Desistência,Serra,1
10 L,Física - Licenciatura,2018,1º Semestre,Desistência,Vitoria,4
10 L,Física - Licenciatura,2018,1º Semestre,Desligamento,Cachoeiro De Itapemirim,1
10 L,Física - Licenciatura,2018,1º Semestre,Outros,Afonso Claudio,1
10 L,Física - Licenciatura,2018,1º Semestre,Outros,Vitoria,3
10 L,Física - Licenciatura,2018,2º Semestre,Desistência,Aracruz,1
10 L,Física - Licenciatura,2018,2º Semestre,Desistência,Serra,1
10 L,Física - Licenciatura,2018,2º Semestre,Desistência,Vila Velha,2
10 L,Física - Licenciatura,2018,2º Semestre,Desistência,Vitoria,3
10 L,Física - Licenciatura,2018,2º Semestre,Formado,Itaguacu,1
10 L,Física - Licenciatura,2018,2º Semestre,Formado,Vitoria,2
10 L,Física - Licenciatura,2018,NA,Outros,Afonso Claudio,1
10 L,Física - Licenciatura,2018,NA,Outros,Afonso Claudio,1
10 L,Física - Licenciatura,2018,NA,Outros,Aimores,1
10 L,Física - Licenciatura,2018,NA,Outros,Alto Paraguai,1
10 L,Física - Licenciatura,2018,NA,Outros,Anchieta,1
10 L,Física - Licenciatura,2018,NA,Outros,Araruama,1
10 L,Física - Licenciatura,2018,NA,Outros,Barra Mansa,1
10 L,Física - Licenciatura,2018,NA,Outros,Belem,1
10 L,Física - Licenciatura,2018,NA,Outros,Belo Horizonte,1
10 L,Física - Licenciatura,2018,NA,Outros,Bom Jesus Do Norte,1
10 L,Física - Licenciatura,2018,NA,Outros,Cabo Frio,1
10 L,Física - Licenciatura,2018,NA,Outros,Cachoeiro De Itapemirim,2
10 L,Física - Licenciatura,2018,NA,Outros,Caratinga,1
10 L,Física - Licenciatura,2018,NA,Outros,Cariacica,8
10 L,Física - Licenciatura,2018,NA,Outros,Castelo,1
10 L,Física - Licenciatura,2018,NA,Outros,Colatina,3
10 L,Física - Licenciatura,2018,NA,Outros,Domingos Martins,1
10 L,Física - Licenciatura,2018,NA,Outros,Governador Valadares,1
10 L,Física - Licenciatura,2018,NA,Outros,Guarapari,3
10 L,Física - Licenciatura,2018,NA,Outros,Iconha,1
10 L,Física - Licenciatura,2018,NA,Outros,Ipatinga,1
10 L,Física - Licenciatura,2018,NA,Outros,Itapemirim,1
10 L,Física - Licenciatura,2018,NA,Outros,Itarana,1
10 L,Física - Licenciatura,2018,NA,Outros,Joao Pessoa,1
10 L,Física - Licenciatura,2018,NA,Outros,Marechal Floriano,1
10 L,Física - Licenciatura,2018,NA,Outros,Mesquita,1
10 L,Física - Licenciatura,2018,NA,Outros,Mimoso Do Sul,1
10 L,Física - Licenciatura,2018,NA,Outros,Mucuri,1
10 L,Física - Licenciatura,2018,NA,Outros,Mucurici,1
10 L,Física - Licenciatura,2018,NA,Outros,Mutum,1
10 L,Física - Licenciatura,2018,NA,Outros,Nova Venecia,1
10 L,Física - Licenciatura,2018,NA,Outros,Nova Vicosa,1
10 L,Física - Licenciatura,2018,NA,Outros,Osasco,1
10 L,Física - Licenciatura,2018,NA,Outros,Outros,1
10 L,Física - Licenciatura,2018,NA,Outros,Pedro Canario,1
10 L,Física - Licenciatura,2018,NA,Outros,Rio Branco,1
10 L,Física - Licenciatura,2018,NA,Outros,Rio De Janeiro,5
10 L,Física - Licenciatura,2018,NA,Outros,Santa Maria De Jetiba,1
10 L,Física - Licenciatura,2018,NA,Outros,Sao Joao De Meriti,1
10 L,Física - Licenciatura,2018,NA,Outros,Sao Paulo,1
10 L,Física - Licenciatura,2018,NA,Outros,Serra,15
10 L,Física - Licenciatura,2018,NA,Outros,Teofilo Otoni,1
10 L,Física - Licenciatura,2018,NA,Outros,Varginha,1
10 L,Física - Licenciatura,2018,NA,Outros,Venda Nova Do Imigrante,1
10 L,Física - Licenciatura,2018,NA,Outros,Vitoria,11
10 L,Física - Licenciatura,2018,NA,Outros,Vila Velha,15
10 L,Física - Licenciatura,2018,NA,Outros,Vilhena,1
10 L,Física - Licenciatura,2018,NA,Outros,Vitoria,24
12,Matemática,2018,1º Semestre,Desistência,Aracruz,1
12,Matemática,2018,1º Semestre,Desistência,Domingos Martins,1
12,Matemática,2018,1º Semestre,Desistência,Guarapari,1
12,Matemática,2018,1º Semestre,Desistência,Rio Bananal,1
12,Matemática,2018,1º Semestre,Desistência,Sao Mateus,1
12,Matemática,2018,1º Semestre,Desistência,Serra,1
12,Matemática,2018,1º Semestre,Desistência,Venda Nova Do Imigrante,1
12,Matemática,2018,1º Semestre,Desistência,Vitoria,1
12,Matemática,2018,1º Semestre,Desistência,Vila Velha,2
12,Matemática,2018,1º Semestre,Desistência,Vitoria,3
12,Matemática,2018,2º Semestre,Desistência,Afonso Claudio,1
12,Matemática,2018,2º Semestre,Desistência,Coronel Fabriciano,1
12,Matemática,2018,2º Semestre,Desistência,Guarapari,1
12,Matemática,2018,2º Semestre,Desistência,Porto Alegre,1
12,Matemática,2018,2º Semestre,Desistência,Venda Nova Do Imigrante,1
12,Matemática,2018,2º Semestre,Desistência,Vila Velha,2
12,Matemática,2018,2º Semestre,Desistência,Vitoria,3
12,Matemática,2018,2º Semestre,Desligamento,Cachoeiro De Itapemirim,1
12,Matemática,2018,NA,Desistência,Vitoria,6
12,Matemática,2018,NA,Desistência,NA,6
12,Matemática,2018,NA,Formado,Cachoeiro De Itapemirim,1
12,Matemática,2018,NA,Formado,Mantena,1
12,Matemática,2018,NA,Outros,Carazinho,1
12,Matemática,2018,NA,Outros,NA,1
12 B,Matemática - Bacharelado,2018,1º Semestre,Formado,Teixeira De Freitas,1
12 B,Matemática - Bacharelado,2018,1º Semestre,Outros,Bom Jesus Do Itabapoana,1
12 B,Matemática - Bacharelado,2018,1º Semestre,Outros,Vitoria,1
12 B,Matemática - Bacharelado,2018,2º Semestre,Formado,Iconha,1
12 B,Matemática - Bacharelado,2018,2º Semestre,Formado,Vila Velha,1
12 B,Matemática - Bacharelado,2018,2º Semestre,Formado,Vitoria,2
12 B,Matemática - Bacharelado,2018,NA,Outros,Afonso Claudio,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Anchieta,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Aracruz,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Baixo Guandu,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Barra De Sao Francisco,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Cachoeiro De Itapemirim,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Cariacica,3
12 B,Matemática - Bacharelado,2018,NA,Outros,Colatina,2
12 B,Matemática - Bacharelado,2018,NA,Outros,Coronel Fabriciano,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Governador Valadares,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Guarapari,2
12 B,Matemática - Bacharelado,2018,NA,Outros,Iconha,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Imperatriz,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Linhares,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Mucuri,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Nanuque,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Rio De Janeiro,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Santarem,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Serra,8
12 B,Matemática - Bacharelado,2018,NA,Outros,Teofilo Otoni,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Vitoria,1
12 B,Matemática - Bacharelado,2018,NA,Outros,Vila Velha,7
12 B,Matemática - Bacharelado,2018,NA,Outros,Vitoria,14
12 L,Matemática - Licenciatura,2018,1º Semestre,Formado,Barra De Sao Francisco,1
12 L,Matemática - Licenciatura,2018,1º Semestre,Formado,Nova Venecia,1
12 L,Matemática - Licenciatura,2018,1º Semestre,Formado,Vitoria,1
12 L,Matemática - Licenciatura,2018,1º Semestre,Formado,Vitoria,2
12 L,Matemática - Licenciatura,2018,2º Semestre,Formado,Franco Da Rocha,1
12 L,Matemática - Licenciatura,2018,2º Semestre,Formado,Ipatinga,1
12 L,Matemática - Licenciatura,2018,2º Semestre,Formado,Linhares,1
12 L,Matemática - Licenciatura,2018,2º Semestre,Formado,Rio De Janeiro,1
